page	y0	y1	word	translit	ipa	gloss	note	deviant
39	574	587	արդեն	arden	ɑɾtʰɛn	already		deviant
39	587	600	երգիչ	ergič’	jɛɾkʰitʃʰ	singer		deviant
39	587	600	դարձյալ	darjyal	dɑɾtsʰjɑl	again		deviant
39	587	600	վերջին	verjin	vɛɾtʃʰin	last		deviant
40	116	129	դարդ	dard	dɑɾd	grief, care		regular
40	116	129	նարդի	nardi	nɑɾdi	Nardi (Backgammon)		regular
40	129	142	բուրջ	burj	buɾdʒ	tower		regular
40	129	142	մարջան	marjan	mɑɾdʒɑn	coral		regular
40	155	168	գրգիռ	grgiro	gəɾgir	excitement		regular
40	168	180	բարբառ	barbar˚	bɑɾbɑr	dialect		regular
40	232	244	խարդախ	xardax	χɑɾdɑχ	crafty; cheat		regular
40	244	257	բորբոքել	borbok’el	bɔɾbɔkʰɛl	to kindle, to inflame		regular
40	322	334	oդ	ōd	ɔtʰ	air		artifact
40	322	334	էգ	ēg	ɛkʰ	female		deviant
40	322	334	օձ	ōj	ɔtsʰ	snake		deviant
40	322	334	աջ	aj	ɑtʃʰ	right		deviant
40	334	347	խաբել	xabel	χɑpʰɛl	to cheat		deviant
40	334	347	անդjադար	andadar	ɑntʰɑtʰɑɾ	unceasing		artifact
40	347	360	հոգի	hogi	hɔkʰi	soul		deviant
40	347	360	ոջիլ	ojil	ʋɔtʃʰil	louse		deviant
40	419	432	համբույր	hambuyr	hɑmpʰujɾ	kiss		deviant
40	458	470	անդամ	andam	ɑntʰɑm	member		deviant
40	458	470	խնդիր	xndir	χəntʰiɾ	problem, question		deviant
40	470	483	կենդանի	kendani	kɛntʰɑni	alive; animal		deviant
40	496	509	անգամ	angam	ɑŋkʰɑm	times		deviant
40	546	558	ապստամբել	apstambel	ɑpʰstɑmbel	to revolt		deviant
40	546	558	ապշել	apšel	ɑpʰʃɛl	to be surprised		deviant
41	114	127	եղբայր	ełbayr	jɛχpɑjɾ	brother		deviant
41	127	140	շաղգամ	šałgam	ʃɑχkɑm	turnip		deviant
41	127	140	դեղձ	dełj	dɛχtsʰ	peach		deviant
41	127	140	աղջիկ	ałjik	ɑχtʃʰik	girl		deviant
41	224	236	արբել	arbel	ɑɾpʰɛl	to get drunk		deviant
41	224	236	դարբին	darbin	dɑɾpʰin	smith		deviant
41	236	249	երբ	erb	jɛɾpʰ	when		deviant
41	236	249	որբ	orb	ʋɔɾpʰ	orphan		deviant
41	236	249	նուրբ	nurb	nuɾpʰ	fine, delicate		deviant
41	249	262	սրբել	srbel	səɾpʰɛl	to clean		deviant
41	249	262	ուրբաթ	urbat’	uɾpʰɑtʰ	Friday		deviant
41	262	275	հարբել	harbel ­	harpʰɛl	to drink, to get drunk		deviant
41	275	288	բորբ	borb	bɔɾb	brightness, heat		regular
41	275	288	արբանյակ	arbanyak	ɑɾbɑnjɑk	satellite		regular
41	288	300	սերբ	serb	sɛɾb	Serbian		regular
41	288	300	կարբիդ	karbid	kɑɾbid	carbide		regular
41	313	326	համբերել	hamberel	hɑmpʰɛɾɛl	to be patient		deviant
41	313	326	համբույր	hambuyr	hɑmpʰujɾ	kiss		deviant
41	326	339	թամբ	t’amb	tʰɑmb	saddle		regular
41	352	364	իբր	ibr	ipʰɾ	as, like		deviant
41	352	364	աբխազ	abxaz	ɑpʰχɑz	Abkhaz		deviant
41	364	377	շաբաթ	šabat’	ʃɑpʰɑtʰ	week, Saturday		deviant
41	364	377	խաբել	xabel	χɑpʰɛl	to cheat		deviant
41	377	390	հակոբենի	hakobeni	hɑkɔpʰɛni	winter cherry (tree)		deviant
41	377	390	Հակոբ	Hakob	hɑkɔpʰ	Hakob		deviant
41	390	403	Գաբրիել	Gabriel	gɑpʰɾi(j)ɛl	Gabriel		deviant
41	390	403	Քերոբ	k’erob	kʰɛɾɔpʰ	K’erob		deviant
41	403	416	աբեթ	abet’	ɑbɛtʰ	tinder		regular
41	416	428	լոբի	lobi	lɔbi	bean		regular
41	416	428	հոբելյան	hobelyan	hɔbɛljɑn	jubilee		regular
41	416	428	Աբել	Abel	ɑbɛl	Abel		regular
41	441	454	աղբ	ałb	aχp	dirt		deviant
41	454	467	աղբյուր	ałbyur	ɑχpjuɾ	spring		deviant
41	454	467	եղբայր	ełbayr	jɛχpɑjɾ	brother		deviant
41	467	480	ողբալ	ołbal	ʋɔχbɑl	to lament		deviant
41	518	531	արդար	ardar	ɑɾtʰɑɾ	fair, just		deviant
41	518	531	արդեն	arden	ɑɾtʰɛn	already		deviant
41	518	531	բարդ	bard	bɑɾtʰ	complex		deviant
41	531	544	բերդ	berd	bɛɾtʰ	fortress		deviant
41	531	544	բրդել	brdel	bəɾtʰɛl	to crumble		deviant
41	544	557	բուրդ	burd	buɾtʰ	wool		deviant
41	544	557	դրդել	drdel	dəɾtʰɛl	to incite		deviant
41	544	557	երդ	erd	jɛɾtʰ	roof		deviant
42	73	86	զարդ	zard	zɑɾtʰ	ornament		deviant
42	73	86	զերդ	zerd	zɛɾtʰ	as, like		deviant
42	86	99	լերդ	lerd	lɛɾtʰ	liver; convolution		deviant
42	86	99	լյարդ	lyard	ljɑɾtʰ	liver		deviant
42	86	99	կարդալ	kardal	kɑɾtʰɑl	to read		deviant
42	99	111	կոկորդ	kokord	kɔkɔɾtʰ	throat		deviant
42	99	111	հաղորդ	hałord	hɑʁɔɾtʰ	participating; social		deviant
42	112	124	մարդ	mard	mɑɾtʰ	man, person		deviant
42	112	124	նյարդ	nyard	njɑɾtʰ	nerve		deviant
42	124	137	որդ	ord	ʋɔɾtʰ	worm		deviant
42	124	137	որդի	ordi	ʋɔɾtʰi	son		deviant
42	124	137	ջարդ	jard	dʒɑɾtʰ	slaughter		deviant
42	137	150	վաղորդյան	vałordyan	vɑʁɔɾtʰjɑn	in the morning, early		deviant
42	137	150	վարդ	vard	vɑɾtʰ	rose		deviant
42	150	163	վարդապետ	vardapet	vɑɾtʰɑpɛt	master, Vardapet		deviant
42	150	163	վրդովել	vrdovel	vəɾtʰɔvɛl	to perturb		deviant
42	163	175	օրիորդ	ōriord	ɔɾi(j)ɔɾtʰ	Miss, maid		deviant
42	188	201	առաջնորդ	ar˚ajnord	ɑrɑdʒnɔɾtʰ	first; leader		deviant
42	201	214	երրորդ	errord	jɛɾɾɔɾtʰ	third		deviant
42	201	214	ժողովուրդ	žołovurd	ʒɔʁɔvuɾtʰ	people		deviant
42	214	227	արձակուրդ	arjakurd	ɑɾdzɑkuɾtʰ	holiday, vacation		deviant
42	278	291	անդամ	andam	ɑntʰɑm	member		deviant
42	278	291	խնդիր	xndir	χəntʰiɾ	problem		deviant
42	291	303	կենդանի	kendani	kɛntʰɑni	alive; animal		deviant
42	304	316	ընդահնուր	ěndhanur	əntʰhɑnuɾ	general		deviant
42	316	329	ընդամենը	ěndameně	əntʰɑmɛnə	in all, total		deviant
42	316	329	ընդունել	ěndunel	əntʰunɛl	to accept		deviant
42	355	367	ադամանդ	adamand	ɑdɑmɑnd	diamond		regular
42	355	367	ավանդ	avand	ɑvɑnd	deposit, investment		regular
42	368	380	թունդ	t’und	tʰund	strong		regular
42	368	380	թինդ	t’ind	tʰind	noise, sound		regular
42	393	406	դադար	dadar	dɑtʰɑɾ	pause, rest		deviant
42	393	406	օդ	ōd	ɔtʰ	air		deviant
42	406	419	դադրել	dadrel	dɑtʰɾɛl	to tire, to become tired		deviant
42	460	472	երգել	ergel	jɛɾkʰɛl	to sing		deviant
42	460	472	թարգմանիչ	t’argmanič’	tʰɑɾkʰmɑnitʃʰ	interpreter		deviant
42	472	485	կարգ	karg	kɑɾkʰ	order, system		deviant
42	472	485	մարգարե	margare	mɑɾkʰɑɾɛ	prophet		deviant
42	485	498	պարգև	pargew	pɑɾkʰɛʋ	gift		deviant
42	511	523	բուրգ	burg	buɾg	pyramid		regular
42	511	523	գորգ	gorg	gɔɾg	carpet		regular
42	536	549	անգամ	angam	ɑŋkʰɑm	times		deviant
43	86	99	ավագ	avag	ɑvɑkʰ	elder, senior		deviant
43	86	99	զագս	zags	zɑkʰs	regis-ter office		deviant
43	99	111	զուգել	zugel	zukʰɛl	to dress up		deviant
43	99	111	էգ	ēg	ɛkʰ	female		deviant
43	112	124	թագավոր	t’agavor	tʰɑkʰɑvɔɾ	king		deviant
43	112	124	ծագել	cagel	tsɑkʰɛl	to rise, to origin		deviant
43	112	124	կարագ	karag	kɑɾɑkʰ	butter		deviant
43	124	137	հագնել	hagnel	hɑkʰnɛl	to wear, to put on		deviant
43	124	137	հոգնել	hognel	hɔkʰnɛl	to get tired		deviant
43	137	150	հոգի	hogi	hɔkʰi	soul		deviant
43	137	150	ձագ	jag	dzɑkʰ	youngling		deviant
43	137	150	ձիգ	jig	dzikʰ	tight, stretched		deviant
43	150	163	ճրագ	črag	tʃəɾɑkʰ	lamp		deviant
43	150	163	մարագ	marag	mɑɾɑkʰ	hay-loft		deviant
43	163	175	մուգ	mug	mukʰ	dark		deviant
43	163	175	նորոգել	norogel	nɔɾɔkʰɛl	renew, renovate		deviant
43	163	175	շոգ	šog	ʃɔkʰ	hot		deviant
43	176	188	պատարագ	patarag	pɑtɑɾɑkʰ	holy mass		deviant
43	176	188	սուգ	sug	sukʰ	grief		deviant
43	176	201	տեգր	tegr	tɛkh(ə)ɾ	husband’s brother		deviant
43	188	201	օգնել	ōgnel	ɔkʰnɛl	to help		deviant
43	188	201	օգուտ	ōgut	ɔkʰut	favour		deviant
43	227	239	շաղկամ	šałkam	ʃɑχkɑm	turnip		deviant
43	286	299	արձակ	arjak	ɑɾtsʰɑk	prose		deviant
43	286	299	բարձ	barj	bɑɾtsʰ	cushion		deviant
43	286	299	բարձր	barjr	bɑɾtsʰɾ	high		deviant
43	299	311	դերձան	derjan	dɛɾtsʰɑn	needleful, string		deviant
43	299	311	դերձակ	derjak	dɛɾtsʰɑk	tay-lor		deviant
43	311	324	խուրձ	xurj	χuɾtʰs	bundle		deviant
43	311	324	համբարձում	hambarjum	hɑmbɑɾtsʰum	ascension		deviant
43	324	337	հանդերձ	handerj	hɑndɛɾtsʰ	with; clothes		deviant
43	324	337	հարձակվել	harjakvel	hɑɾtʰsɑkvɛl	to attack		deviant
43	337	350	որձ	orj	ʋɔɾtʰs	male		deviant
43	337	350	վարձակ	varjak	vɑɾtsʰɑk	singer; whore		deviant
43	350	363	վրձին	vrjin	vəɾtsʰin	brush		deviant
43	350	363	փորձ	p’orj	pʰɔɾtsʰ	test		deviant
43	363	375	մերձ	merj	mɛɾdz	near		regular
43	363	375	արձան	arjan	ɑɾdzɑn	statue		regular
43	388	401	դեղձ	dełj	dɛχtsʰ	peach		deviant
43	388	401	դաղձ	dałj	dɑχtsʰ	mint		deviant
43	401	414	դեղձան	dełjan	dɛχtsʰɑn	yellowish; canary bird		deviant
43	414	427	գեղձ	gełj	gɛʁdz	gland		regular
43	427	439	ոձ	ōj	ɔtsʰ	snake		deviant
43	485	498	արջ	arj	ɑɾtʃʰ	bear		deviant
43	485	498	թրջել	t’rjel	tʰəɾtʃʰɛl	to wet		deviant
43	485	498	վերջ	verj	vɛɾtʃʰ	end		deviant
43	498	511	շուրջ	šurj	ʃuɾdʒ	around, about		regular
43	511	524	խուրջին	xurjin	χuɾdʒin	saddle cloth		regular
43	511	524	մարջան	marjan	mɑɾdʒɑn	coral		regular
43	524	536	որջ	orj	ʋɔɾdʒ	den, burrow		regular
43	524	536	կամուրջ	kamurj	kɑmuɾdʒ	bridge		regular
43	549	562	աջ	aj	ɑtʃʰ	right		deviant
43	549	562	առաջ	ar˚aj	ɑrɑtʃʰ	before, in front of		deviant
43	562	575	առաջին	ar˚ajin	ɑrɑtʃʰin	first		deviant
43	562	575	մեջ	mej	mɛtʃʰ	in		deviant
43	562	575	ոջիլ	ojil	ʋɔtʃʰil	louse		deviant
43	575	588	քաջք	kajk’	kʰɑtʃʰkʰ	demons		deviant
43	588	600	հաջորդ	hajord	hɑdʒɔɾtʰ	next		deviant
43	588	600	իջնել	ijnel	idʒnɛl	to descend		regular
43	600	613	միջին	mijin	midʒin	middle		regular
43	600	613	միջատ	mijat	midʒɑt	insect		regular
44	73	86	ընկերոջ	ěnkeroj	əŋkɛɾɔdʒ	of the friend, friend’s		regular
44	112	124	աղջիկ	ałjik	ɑχtʃʰik	girl		deviant
44	112	124	ամբողջ	ambołj	ɑmbɔχtʃʰ	whole, entire		deviant
44	124	137	ողջ	ołj	ʋɔχtʃʰ	entire, whole		deviant
44	124	137	առողջ	ar˚ołj	ɑrɔχtʃʰ	healthy		deviant
44	137	150	եղջերու	ełjeru	jɛʁdʒɛɾu	deer		regular
44	150	163	զղջալ	złjal	zɛʁdʒɑl	to regret		deviant
44	150	163	շեղջ	šełj	ʃɛʁdʒ	heap		regular
44	257	270	անբիծ	anbic	ɑmbits	spotless		deviant
44	283	296	անգիր	angir	ɑŋgiɾ	by heart		regular
44	296	309	սունկ	sunk	suŋk	mushroom		regular
44	296	309	վանք	vank’	vɑŋkʰ			regular
44	321	334	անջատ	anjat	ɑɲdʒɑt	separate		regular
44	387	400	ինտերնատ	internat	intɛɾnɑt	internat		regular
44	387	400	կոմիտերն	komintern	kɔmintɛrn	komintern		deviant
44	412	425	առնել	ar˚nel	ɑrnɛl	to take		regular
44	425	438	գառնուկ	gar˚nuk	gɑrnuk	little lamb		regular
44	425	438	դառնալ	dar˚nal	dɑrnɑl	to become		regular
44	513	524	ջ	j	dʒ			regular
44	602	614	անմեղ	anmeł	ɑmmɛʁ	innocent		deviant
45	102	114	հարավ	harav	hɑɾɑf	south		deviant
45	102	114	ավտո	avto	ɑftɔ	auto-; car		deviant
45	114	127	նավթ	navt’	nɑftʰ	oil, petroleum		deviant
45	183	196	աշխարհ	ašxarh	ɑʃχɑɾ	world		deviant
45	183	196	խոնարհ	xonarh	χɔnɑɾ	humble		deviant
45	183	196	խորհուրդ	xorhurd	χɔɾuɾtʰ	advice		deviant
45	196	208	ճանապարհ	čanaparh	tʃɑnɑpɑɾ	way, path		deviant
45	196	208	շնորհ	šnorh	ʃnɔɾ	mercy		deviant
45	208	221	օրհնել	ōrhnel	ɔɾnɛl	to bless		deviant
45	358	371	դուրս եկավ	durs ekav	dus ɛkɑv	he came out		deviant
45	358	371	երբ	erb	jɛpʰ	when		deviant
45	384	396	գրիր	grir!,	uʁɑki	send		deviant
45	531	543	աշխարհայացք	ašxarhayac’k’	ɑʃχɑɾhɑjɑtʰskʰ	outlook		deviant
45	543	554	արհամարհել	arhamarhel	ɑɾhɑmɑɾəl	to despise, to scorn		deviant
46	128	140	դիպլոմ	diploma	djiplɔmɑ	diplom		deviant
46	128	140	ակադեմիա	akademia	ɑkɑdjɛmi(j)ɑ	academy		regular
46	140	153	պարտիական	partiakan	pɑɾtjiɑkɑn	party; party member		deviant
46	153	166	տեխնիկական	texnikakan	tjɛχnikɑkɑn	technical		regular
46	179	192	տիեզերք	tiezerk’	tji(j)ɛzɛɾkʰ	cosmos, universe		deviant
46	179	192	դաստիարկել	dastiarkel	dɑstji(j)ɑɾkɛl	to educate		deviant
46	192	204	թ	t’	tʰ			regular
46	217	230	ազատություն	azatut’yun	ɑzɑtutʰjun	freedom		regular
46	279	292	ալբոմ	albom	ɑljbɔm	album		deviant
46	279	292	վալս	vals	vɑljs	waltz		deviant
46	279	292	ալմանախ	almanax	ɑljmɑnɑχ	almanac		deviant
46	292	304	բոլշեվիկ	bolšewik	boljʃɛvik	Bolshevik		deviant
46	292	304	կուլտուրա	kultura	kuljtuɾɑ	culture		deviant
47	202	215	ուղղել	ułłel	uʁʁɛl	to correct		regular
47	202	215	մասսա	massa	mɑssɑ	mass		regular
47	215	228	սողուններ	sołunner	sɔʁunnɛɾ	reptiles		regular
47	215	228	հետ տար	het tar	hɛt‿tɑɾ	take with (you)!		regular
47	228	241	մեծ ծով	mec cov	mɛts‿tsov	big sea		deviant
47	266	279	արճճե	arčče	ɑɾtʃətʃɛ	leaden		regular
47	279	292	պտտել	pttel	pətətɛl	to twirl		regular
48	161	174	գրել	grel	gəɾɛl	to write		regular
48	161	174	հպարտ	hpart	həpɑɾt	proud		regular
48	161	174	ժպիտ	žpit	ʒəpit	smile		regular
48	174	187	նկար	nkar	nəkɑɾ	picture		regular
48	174	187	տղա	tła	təʁɑ	boy		regular
48	212	225	սպասել	spa-sel	əs-pɑsɛl	to wait		regular
48	212	225	ստանալ	stanal	əs-tɑnɑl	to receive		regular
48	212	225	սթափ	st’ap’	əs-tʰɑpʰ	sober		regular
48	225	238	զբոսնել	zbosnel	əz-bɔsnɛl	to walk		regular
48	225	238	զգալ	zgal	əz-gɑl	to feel		regular
48	238	251	շտապ	štap	əʃ-tɑp	urgent		regular
48	286	299	ստել	stel	sətɛl	to lie		regular
48	286	299	սգալ	sgal	səgɑl	to mourn		regular
48	466	478	սպորտ	sport	spɔɾt	Sport		regular
48	478	491	շտաբ	štab	ʃtɑb			regular
48	478	491	սկանդալ	skandal	skɑndɑl	scandal		regular
48	478	491	ստանդարդ	standard	stɑndɑɾd	stan-dard		regular
48	517	530	սկաուտ	skaut	skɑut	scout		regular
49	368	379	սպաս	spas	səpɑs	yoghurt-soup		regular
51	492	505	տրված	trvac	təɾ-vɑts	having been given		regular
51	505	517	գտնել	gtnel	gət-nɛl	to find		regular
51	517	530	կսկիծ	kskic	kəs-kits	bitterness		regular
51	530	543	նստարան	nstaran	nəst-ɑɾɑn	bench, seat		regular
51	543	556	կրճատել	krčatel	kəɾ-tʃɑtɛl	to reduce		regular
51	556	569	բռնել	br˚nel	bər-nɛl	to catch, to hold		regular
51	569	581	տնտեսություն	tntesut’yun	tən-tɛsutʰjun	economy		regular
52	156	169	սփրոց	sp’roc’	əs-pʰəɾ-ɔtsʰ	tablecloth		regular
52	156	169	սփրոց	sp’roc’	səpʰ-ɾɔtsʰ	tablecloth	book-preferred variant	regular
52	169	181	սքթել	sk’t’el	əs-kʰətʰ-ɛl	to shrink from cold		regular
52	169	181	սքթել	sk’t’el	səkʰ-tʰɛl	to shrink from cold	book-preferred variant	regular
52	184	197	ստրուկ	struk	əs-təɾ-uk	serf		regular
52	184	197	ստրուկ	struk	stə-ɾuk	serf	book-preferred variant	regular
52	184	197	ստրուկ	struk	stɾuk	serf	variant	regular
52	197	210	սկսել	sksel	əs-kəs-ɛts	to begin		deviant
52	197	210	սկսել	sksel	skə-sɛl	to begin	book-preferred variant	regular
52	213	226	շտկել	štkel	əʃ-kət-ɛl	to repair; to straighten		deviant
52	213	226	շտկել	štkel	ʃtə-kɛl	to repair; to straighten	book-preferred variant	regular
52	226	239	ստրատեգիական	strategiakan	stɾɑtɛgi(j)ɑkɑn	strategical		regular
53	191	204	բժշկություն	bžškut’yun	bə-ʒəʃ-ku-tʰjun	medicine		regular
53	204	217	մկրտություն	mkrtut’yun	mə-kəɾ-tu-tʰjun	baptizm		regular
53	217	229	սննդամթերք	snndamt’erk’	sə-nən-dɑ-mətʰɛɾkʰ	groceries, food stuff		regular
53	229	242	ծծմբաթթու	ccmbat’t’u	tsə-tsəm-bɑ-tʰətʰu	sulphuric acid		regular
53	242	255	բզլտալ	bzltal	bə-zəl-tɑl	to buzz		regular
53	258	271	մտցնել	mtc’nel	mət-tsʰɛ-nɛl	to bring in		deviant
53	271	284	ճվտկել	čvtkel	tʃəv-tə-kel	to prune		deviant
53	287	299	ճշգրիտ	čšgrit	tʃəʃ-gə-ɾit	precise, exact		regular
53	299	312	տրտմություն	trtmut’yun	tʰəɾt-mu-tʰjun	sadness		deviant
53	315	328	սլկվել	slkvel	səlk(ə)-vel	to slip		deviant
53	328	341	ճնշվածություն	čnšvacut’yun	tʃənʃ-vɑ-tsutʰjun	depression		regular
53	341	354	մրջյուն	mrjyun	məɾdʒ-jun	ant		regular
53	357	369	ստրկացնել	strkac’nel	stʰə-rə-katsʰnɛl	to enslave		deviant
53	369	382	սպլխել	splxel	sə-pəl-χɛl	to slip		regular
54	167	180	ճմրթված	čmrt’vac	tʃə-məɾt-vɑts	crinkled, crumpled		deviant
54	180	193	մխրճվել	mxrčvel	mə-χəɾtʃ-vɛl	to pierce		regular
